[2018-05-03 00:02:11,734246] front.INFO  [NULL] [c5e8a47c] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/detail/48, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:02:11,736410] front.INFO  [NULL] [c5e8a47c] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_detail"]  [GET, /products/detail/48, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:02:11,839717] front.INFO  [7cbec54d] [c5e8a47c] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_detail"]  [GET, /products/detail/48, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:02:11,931095] front.INFO  [7cbec54d] [c5e8a47c] [NULL] [Event:onRenderProductDetail:56] - RelatedProduct trigger onRenderProductDetail start   [GET, /products/detail/48, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:02:11,943130] front.INFO  [7cbec54d] [c5e8a47c] [NULL] [Maker:onRenderProductDetail:170] - Event: product maker hook into the product detail start.   [GET, /products/detail/48, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:02:11,946581] front.INFO  [7cbec54d] [c5e8a47c] [NULL] [Maker:onRenderProductDetail:191] - Event: product maker not found. {"Product id":48}  [GET, /products/detail/48, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:02:11,946917] front.INFO  [7cbec54d] [c5e8a47c] [NULL] [ProductReviewEvent:onProductDetailRender:32] - Event: product review hook into the product detail start.   [GET, /products/detail/48, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:02:11,957189] front.INFO  [7cbec54d] [c5e8a47c] [NULL] [ProductReviewEvent:onProductDetailRender:85] - Event: product review render success. {"Product id":48}  [GET, /products/detail/48, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:02:11,957258] front.INFO  [7cbec54d] [c5e8a47c] [NULL] [ProductReviewEvent:onProductDetailRender:86] - Event: product review hook into the product detail end.   [GET, /products/detail/48, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:02:12,434179] front.INFO  [7cbec54d] [c5e8a47c] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_detail"]  [GET, /products/detail/48, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:02:13,164672] front.INFO  [7cbec54d] [c5e8a47c] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_detail"]  [GET, /products/detail/48, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:03:16,746559] front.INFO  [NULL] [c24aef19] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /, 37.9.113.182, NULL, Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)]
[2018-05-03 00:03:16,748357] front.INFO  [NULL] [c24aef19] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["homepage"]  [GET, /, 37.9.113.182, NULL, Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)]
[2018-05-03 00:03:16,780966] front.INFO  [6229e9c5] [c24aef19] [NULL] [LogListener:onKernelController:73] - LOGIC START ["homepage"]  [GET, /, 37.9.113.182, NULL, Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)]
[2018-05-03 00:03:17,376456] front.INFO  [6229e9c5] [c24aef19] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["homepage"]  [GET, /, 37.9.113.182, NULL, Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)]
[2018-05-03 00:03:18,554243] front.INFO  [6229e9c5] [c24aef19] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["homepage"]  [GET, /, 37.9.113.182, NULL, Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)]
[2018-05-03 00:08:30,270897] front.INFO  [NULL] [f6904dad] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/detail/14, 54.36.149.91, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:08:30,273363] front.INFO  [NULL] [f6904dad] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_detail"]  [GET, /products/detail/14, 54.36.149.91, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:08:30,353172] front.INFO  [4171c091] [f6904dad] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_detail"]  [GET, /products/detail/14, 54.36.149.91, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:08:30,355944] front.INFO  [4171c091] [f6904dad] [NULL] [LogListener:onKernelException:105] -  [404]  [GET, /products/detail/14, 54.36.149.91, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:08:30,366407] front.INFO  [4171c091] [f6904dad] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_detail"]  [GET, /products/detail/14, 54.36.149.91, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:08:30,367715] front.INFO  [4171c091] [f6904dad] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_detail"]  [GET, /products/detail/14, 54.36.149.91, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:09:56,245731] front.INFO  [NULL] [226ba9fb] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?category_id=1&pageno=3, 54.36.148.16, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:09:56,248045] front.INFO  [NULL] [226ba9fb] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?category_id=1&pageno=3, 54.36.148.16, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:09:56,277100] front.INFO  [f001f646] [226ba9fb] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?category_id=1&pageno=3, 54.36.148.16, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:09:57,051630] front.INFO  [f001f646] [226ba9fb] [NULL] [Event:onRenderProductList:54] - CategoryContent Product/list.twig start   [GET, /products/list?category_id=1&pageno=3, 54.36.148.16, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:09:57,531069] front.INFO  [f001f646] [226ba9fb] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?category_id=1&pageno=3, 54.36.148.16, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:09:58,814397] front.INFO  [f001f646] [226ba9fb] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?category_id=1&pageno=3, 54.36.148.16, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:15:25,703377] front.INFO  [NULL] [c8ef579c] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?category_id=146&pageno=2, 54.36.148.98, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:15:25,705660] front.INFO  [NULL] [c8ef579c] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?category_id=146&pageno=2, 54.36.148.98, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:15:25,733227] front.INFO  [6af6468f] [c8ef579c] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?category_id=146&pageno=2, 54.36.148.98, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:15:26,902844] front.INFO  [6af6468f] [c8ef579c] [NULL] [Event:onRenderProductList:54] - CategoryContent Product/list.twig start   [GET, /products/list?category_id=146&pageno=2, 54.36.148.98, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:15:26,927501] front.INFO  [6af6468f] [c8ef579c] [NULL] [Event:onRenderProductList:90] - CategoryContent Product/list.twig end   [GET, /products/list?category_id=146&pageno=2, 54.36.148.98, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:15:27,495767] front.INFO  [6af6468f] [c8ef579c] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?category_id=146&pageno=2, 54.36.148.98, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:15:28,777617] front.INFO  [6af6468f] [c8ef579c] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?category_id=146&pageno=2, 54.36.148.98, NULL, Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)]
[2018-05-03 00:29:16,113034] front.INFO  [NULL] [5f136fc5] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?category_id=61, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:29:16,115850] front.INFO  [NULL] [5f136fc5] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?category_id=61, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:29:16,147774] front.INFO  [15413e19] [5f136fc5] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?category_id=61, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:29:16,284696] front.INFO  [15413e19] [5f136fc5] [NULL] [Event:onRenderProductList:54] - CategoryContent Product/list.twig start   [GET, /products/list?category_id=61, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:29:16,737769] front.INFO  [15413e19] [5f136fc5] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?category_id=61, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:29:17,589955] front.INFO  [15413e19] [5f136fc5] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?category_id=61, 207.46.13.119, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-05-03 00:33:32,563945] front.INFO  [NULL] [4eefd841] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /, 42.236.99.206, https://vings.jp/, Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36; 360Spider]
[2018-05-03 00:33:32,565814] front.INFO  [NULL] [4eefd841] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["homepage"]  [GET, /, 42.236.99.206, https://vings.jp/, Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36; 360Spider]
[2018-05-03 00:33:32,595941] front.INFO  [fde0de9a] [4eefd841] [NULL] [LogListener:onKernelController:73] - LOGIC START ["homepage"]  [GET, /, 42.236.99.206, https://vings.jp/, Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36; 360Spider]
[2018-05-03 00:33:33,170961] front.INFO  [fde0de9a] [4eefd841] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["homepage"]  [GET, /, 42.236.99.206, https://vings.jp/, Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36; 360Spider]
[2018-05-03 00:33:33,721958] front.INFO  [fde0de9a] [4eefd841] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["homepage"]  [GET, /, 42.236.99.206, https://vings.jp/, Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36; 360Spider]
[2018-05-03 00:34:20,089982] front.INFO  [NULL] [942fc432] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /, 42.236.99.194, https://vings.jp/, Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36; 360Spider]
